body,rate,likes,dislikes,created_at,is_buyer,product_id,Price,clean_body,word_count,char_len,unique_word_ratio,emoji_count,hour,dayofweek,iso_score,lof_score,knn_dist,ensemble_score,ae_score,threshold_Isolation,is_outlier_Isolation,threshold_LOF,is_outlier_LOF,threshold_KNN,is_outlier_KNN,threshold_Ensemble,is_outlier_Ensemble,threshold_Autoencoder,is_outlier_Autoencoder,votes,is_outlier_consensus,explain
بسیار خوشبو و خوش رنگ,5.0,0,0,,True,785232,698000,بسیار خوشبو و خوش رنگ,5,21,1.0,0,-1,-1,-0.03201173126307855,-5.4101371729266745,7.663309470201557,0.32580772410526176,0.5416949074786055,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
"خیلی خوبه ارزش خرید داره
من از هر ورق دوبار استفاده کردم",4.0,0,1,,True,7493027,395000,خیلی خوبه ارزش خرید داره من از هر ورق دوبار استفاده کردم,12,56,1.0,0,-1,-1,-0.010356323312771698,-4.786637889767389,6.075920703475754,0.36274781167093045,0.09900245675101235,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، LOF، KNN، Ensemble
من این عینک رو هفته گذشته خریدم و قرار هست که شیشه اون پلی کربنات باشه ولی در عین ناباوری وقتی به دستم رسید گوشه سمت چپ شیشه عینک لپریدگی داشت که این اتفاق فقط واسه شیشه می افته نه پلی کربنات. دروغ نوشتن که جنس شیشه عینک از پلی کربنات هست,0.0,58,4,,True,302022,1449000,من این عینک رو هفته گذشته خریدم و قرار هست که شیشه اون پلی کربنات باشه ولی در عین ناباوری وقتی به دستم رسید گوشه سمت چپ شیشه عینک لپریدگی داشت که این اتفاق فقط واسه شیشه می افته نه پلی کربنات دروغ نوشتن که جنس شیشه عینک از پلی کربنات هست,52,237,0.75,0,-1,-1,-0.0242823837482945,-5.677592378229542,11.10461270034854,0.3744826032254733,0.3437122366989586,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
برای بهبود کیفیت روابط,4.0,0,0,,True,8394016,420000,برای بهبود کیفیت روابط,4,22,1.0,0,-1,-1,-0.002075680540452207,-4.296044536430425,8.270273670181997,0.40167911429876485,0.04136186007126168,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، LOF، KNN، Ensemble
توصیه برای دانشجویان ک میخوان شیمی عالی شن,0.0,0,0,,True,42236,1450000,توصیه برای دانشجویان ک میخوان شیمی عالی شن,8,42,1.0,0,-1,-1,-0.017633814491911426,-5.43116015722443,5.426020355542543,0.33985506992037756,0.2483988294362043,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، Ensemble، Autoencoder
"سلام به دستم رسید 
کتاب فوق العاده است حتمن بخونین",0.0,2,0,,False,5085000,880000,سلام به دستم رسید کتاب فوق العاده است حتمن بخونین,10,49,1.0,0,-1,-1,-0.010441593533684235,-5.579661230557363,5.9293924947244445,0.3612494908702446,0.1253005348318297,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
جنس خوبی داره توصیه میکنم,4.0,0,0,,True,2299935,260000,جنس خوبی داره توصیه می کنم,6,26,1.0,0,-1,-1,-0.015959980577570032,-5.6386663874279535,5.996636362980529,0.3488496392297131,0.07668493745582793,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، KNN، Ensemble
بسیار عالی و فوق العاده ,5.0,0,0,,True,3681952,546800,بسیار عالی و فوق العاده,5,23,1.0,0,-1,-1,-0.018389350858889764,-4.2555119722507,6.035667875927507,0.3434743197364762,0.10170464548002865,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، LOF، KNN، Ensemble
کیفیت مناسب و پیشنهاد خرید به دیگران ,5.0,0,0,,True,687347,570000,کیفیت مناسب و پیشنهاد خرید به دیگران,7,36,1.0,0,-1,-1,-0.034218264523079744,-1.7397216663410928,6.214701304074886,0.30778401850229303,0.632587515672074,-0.026150216236085322,0,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: LOF، KNN، Ensemble، Autoencoder
شباهتش به گود گرل بالاس ماندگار راضیم ,5.0,2,0,,True,11321816,980000,شباهتش به گود گرل بالاس ماندگار راضیم,7,37,1.0,0,-1,-1,-0.007407057770243641,10.756095578005239,6.342684305014633,0.3720552775553436,0.2194262993761592,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,5,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، LOF، KNN، Ensemble، Autoencoder
بسیار به صرفه و‌کاربردی,5.0,1,0,,True,10218031,600000,بسیار به صرفه و کاربردی,5,23,1.0,0,-1,-1,-0.006773782757878544,-5.207502849587639,8.044730973166121,0.38861831436114125,0.8581929551759339,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
کیفیت برگه و تصاویر قابل قبول. محتوای کوتاه و علمی. برای سنین ۸ به بالا مناسب تر به نظر می رسد. اما به دلیل علمی بودن با تصاویر رنگی کتاب مرجعی کوچک برای تمام سنین مورد استفاده به نظر می رسد و اطلاعات مهم و کوتاهی در مورد اندام ها می دهد. اگر برای کودکان تهیه کرده اید به دلیل آگاه نبودن کامل آنها از اندام های متفاوت در مرد و زن و احتمالا برنامه ریزی شخصیتان برای در اختیار قرار دادن پلکانی و تنظیم شده آگاهی در این زمینه توسط خود برای این مسائل حتما به صفحات مربوط به این مطالب دقت لازم داشته باشید. توصیه می کنم اگر قرار است ان را هدیه دهید حتما خودتان قبل از آن تمام کتاب را مشاهده و مطالعه کنید. کیفیت مطلوب چاپ کتاب و برگه ها همینطور تصاویر با این مبلغ تقریبا نیم بها یا یک سوم بها است و بسیار می ارزد.,5.0,7,0,,True,41077,1650000,کیفیت برگه و تصاویر قابل قبول محتوای کوتاه و علمی برای سنین به بالا مناسب تر به نظر می رسد اما به دلیل علمی بودن با تصاویر رنگی کتاب مرجعی کوچک برای تمام سنین مورد استفاده به نظر می رسد و اطلاعات مهم و کوتاهی در مورد اندام ها می دهد اگر برای کودکان تهیه کرده اید به دلیل آگاه نبودن کامل آنها از اندام های متفاوت در مرد و زن و احتمالا برنامه ریزی شخصیتان برای در اختیار قرار دادن پلکانی و تنظیم شده آگاهی در این زمینه توسط خود برای این مسائل حتما به صفحات مربوط به این مطالب دقت لازم داشته باشید توصیه می کنم اگر قرار است ان را هدیه دهید حتما خودتان قبل از آن تمام کتاب را مشاهده و مطالعه کنید کیفیت مطلوب چاپ کتاب و برگه ها همینطور تصاویر با این مبلغ تقریبا نیم بها یا یک سوم بها است و بسیار می ارزد,151,699,0.6556291390728477,0,-1,-1,-0.008750560321566125,-5.648664500659944,7.262168488018501,0.3770335400307192,0.27043106765612057,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,طول متن غیرمعمول (151 کلمه)؛ امتیاز افراطی (5.0)؛ الگوی تعامل نامتوازن؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
"رمان خوبی است ترجمه ی روانی دارد داستان چندین حیوان در جنگل است که در هتل بلوط زندگی می کنند تخیلی است که کودکان خیلی دوست دارن برای ۸ سال به بالا مناسب است

کاغذهای کتاب کاهی است تصاویر اندک و قیمت بالاس",3.6,0,0,,True,2037901,522100,رمان خوبی است ترجمه ی روانی دارد داستان چندین حیوان در جنگل است که در هتل بلوط زندگی می کنند تخیلی است که کودکان خیلی دوست دارن برای سال به بالا مناسب است کاغذهای کتاب کاهی است تصاویر اندک و قیمت بالاس,42,201,0.8571428571428571,0,-1,-1,-0.006479455779591803,-5.2939672517286755,5.562192945308955,0.36732838939449136,0.08274522816980641,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,تأیید چند مدل: Isolation، KNN، Ensemble
راضی ام بخرید,4.0,0,0,,True,1079393,360000,راضی ام بخرید,3,13,1.0,0,-1,-1,-0.00931317212821553,-4.652989194612462,4.248579831242198,0.34902311388899276,0.48873747735130774,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، LOF، Ensemble، Autoencoder
خوب هست و راضیم ,5.0,0,0,,True,1409756,102000,خوب هست و راضیم,4,15,1.0,0,-1,-1,-0.0015866673209686266,-5.631404823314719,5.5591242389878825,0.37882328835759305,0.11124918792110644,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
کرم فوق العاده موثری بر روی پوست است.,0.0,1,0,,True,144099,1274000,کرم فوق العاده موثری بر روی پوست است,8,36,1.0,0,-1,-1,-0.010159885272693958,-5.704149962121517,5.668976960375671,0.35960689145692465,0.25914919777773865,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
خیلی خوبه ولی کوتاهه,4.0,10,0,,True,4531057,1520000,خیلی خوبه ولی کوتاهه,4,20,1.0,0,-1,-1,-0.005875730815361246,-5.334012672932133,6.77415713449456,0.379482129838386,0.38611370524988076,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ الگوی تعامل نامتوازن؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
در مقابل قیمتش واقعا کیفیت خوب و خیلی شیک هست,4.0,1,0,,True,5813711,1577000,در مقابل قیمتش واقعا کیفیت خوب و خیلی شیک هست,10,45,1.0,0,-1,-1,-0.004800595467832014,-5.470856495067109,7.095940023041702,0.3848633846832123,0.05898175408919368,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، KNN، Ensemble
کتاب 13 جلدی مناسب نوجوان قیمت مناسب,4.0,0,0,,True,2549326,2100000,کتاب جلدی مناسب نوجوان قیمت مناسب,6,33,0.8333333333333334,0,-1,-1,-0.010933276909123713,-2.695679302279257,6.295295669022803,0.3633317186740952,0.0966283325973688,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,4,1,تأیید چند مدل: Isolation، LOF، KNN، Ensemble
"من برای کفش چرم سفیدم که روش لک افتاد استفاده کردم و واقعا راضی بودم انگار که از اولشم مشکی بوده دو دور رنگ زدم عالی بود خیلی عالی 
عکساشم میزارم ببینید 
قضاوت با شما",5.0,22,0,,True,1015594,637000,من برای کفش چرم سفیدم که روش لک افتاد استفاده کردم و واقعا راضی بودم انگار که از اولشم مشکی بوده دو دور رنگ زدم عالی بود خیلی عالی عکساشم می زارم ببینید قضاوت با شما,36,165,0.9444444444444444,0,-1,-1,-0.03280699580716262,-5.785404344790356,6.816493239234342,0.31643633452891995,0.28401427781851174,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,امتیاز افراطی (5.0)؛ الگوی تعامل نامتوازن؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
